pr,url,art,pfadImReview,auditZuordnung,zuordnungTyp,threadId,isResolved,technischerStatus,fixCommit,testOderGegenbeleg,kurztext,abschlussgruppe,abschlussstatus,abschlussnachweis
972,https://github.com/Sturmi77/correlcore/pull/972#pullrequestreview-5261366759,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#972:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/972#pullrequestreview-5261366759 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
972,https://github.com/Sturmi77/correlcore/pull/972#discussion_r4057716371,Inline,apps/web/src/lib/components/trends/EventAlignedSmallMultiplesSheet.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kLD0H,true,offen – Fix/Regressionstest prüfen,,,"Stimmt, behoben in `56d347fe`. Die sequentiellen Stops mischen das Token jetzt mit seiner eigenen Deckkraft (`color-mix(in oklch, <token> N%, transparent)`), die Legende rampt also",PR#972:preserved-regression,behoben; Regressionstest auf main verankert,apps/web/src/lib/components/trends/UnifiedStripChart.test.ts | apps/web/src/lib/components/trends/EventAlignedSmallMultiplesSheet.test.ts
972,https://github.com/Sturmi77/correlcore/pull/972#pullrequestreview-5261366875,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#972:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/972#pullrequestreview-5261366875 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
972,https://github.com/Sturmi77/correlcore/pull/972#pullrequestreview-5261368433,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-895d9cad-3409-4028-809b-3d9d96a77edb --> ## Risk assessment (re-eval after `56d347fe`) **Risk: Medium**,PR#972:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/972#pullrequestreview-5261368433 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
971,https://github.com/Sturmi77/correlcore/pull/971#pullrequestreview-5260913366,Review/Antwort,,AUD-19,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-464a0e1d-d73c-4215-837b-87ac05695221 --> ## Risk assessment **Risk: Medium** — human review required. N,PR#971:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/971#pullrequestreview-5260913366 | PR#971 -> A06/A08 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
971,https://github.com/Sturmi77/correlcore/pull/971#discussion_r4057288833,Inline,apps/web/src/routes/trends/+page.svelte,AUD-20,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ_lG,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Expose the fixed ESM partner instead of an empty state** When a tag or symptom is passed here,PR#971:audit-gate-A06/A08,offenes Audit-/Abnahme-Gate A06/A08; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
971,https://github.com/Sturmi77/correlcore/pull/971#discussion_r4057288837,Inline,apps/web/src/lib/components/trends/TrendsComparePanel.svelte,AUD-20,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ_lJ,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Preserve work-context pins in the ESM handoff** When the second pin is one of the default-ena,PR#971:audit-gate-A06/A08,offenes Audit-/Abnahme-Gate A06/A08; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
971,https://github.com/Sturmi77/correlcore/pull/971#discussion_r4057288839,Inline,apps/web/src/routes/insights/+page.svelte,AUD-19,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ_lK,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Match and surface the complete carried pair** This predicate treats any insight whose single,PR#971:audit-gate-A06/A08,offenes Audit-/Abnahme-Gate A06/A08; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
971,https://github.com/Sturmi77/correlcore/pull/971#discussion_r4057288840,Inline,apps/web/src/routes/insights/signal/[id]/+page.svelte,AUD-15,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ_lL,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Hide the scatter control when verification is unsupported** For the composite insights handle,PR#971:audit-gate-A06/A08,offenes Audit-/Abnahme-Gate A06/A08; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
971,https://github.com/Sturmi77/correlcore/pull/971#discussion_r4057288842,Inline,apps/web/src/routes/insights/+page.svelte,AUD-21,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ_lN,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Avoid declaring a pair absent after a failed load** On an initial API failure, `loadInsights(",PR#971:audit-gate-A06/A08,offenes Audit-/Abnahme-Gate A06/A08; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
971,https://github.com/Sturmi77/correlcore/pull/971#discussion_r4057288844,Inline,apps/web/src/lib/components/trends/TrendsComparePanel.svelte,AUD-37,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ_lO,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub></sub> Add CI coverage before closing #967** The commit declares `Closes #967`, but it changes no te",PR#971:audit-gate-A06/A08,offenes Audit-/Abnahme-Gate A06/A08; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
971,https://github.com/Sturmi77/correlcore/pull/971#pullrequestreview-5260930095,Review/Antwort,,AUD-19,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `8018930f61` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#971:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/971#pullrequestreview-5260930095 | PR#971 -> A06/A08 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
970,https://github.com/Sturmi77/correlcore/pull/970#pullrequestreview-5260911735,Review/Antwort,,AUD-22,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-5c330a46-d349-41cc-8989-f8da9fc5987b --> ## Risk assessment: Low Assessed from the diff only (12 files,",PR#970:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/970#pullrequestreview-5260911735 | PR#970 -> A07 | https://github.com/Sturmi77/correlcore/issues/981 | https://github.com/Sturmi77/correlcore/pull/995
970,https://github.com/Sturmi77/correlcore/pull/970#discussion_r4057279391,Inline,apps/web/src/lib/components/insights/TagCooccurrenceHeatmap.svelte,AUD-22,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ9_I,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub></sub> Keep the short-window state mounted** When `window_too_short` is true, the backend necessaril",PR#970:audit-gate-A07,offenes Audit-/Abnahme-Gate A07; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/981 | https://github.com/Sturmi77/correlcore/pull/995
970,https://github.com/Sturmi77/correlcore/pull/970#discussion_r4057279392,Inline,backend/app/services/stats_service.py,AUD-23,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ9_J,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Mark an empty selected window as too short** When an analytics-enabled user has no entries in,PR#970:audit-gate-A07,offenes Audit-/Abnahme-Gate A07; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/981 | https://github.com/Sturmi77/correlcore/pull/995
970,https://github.com/Sturmi77/correlcore/pull/970#discussion_r4057279394,Inline,apps/web/src/lib/components/insights/TagCooccurrenceHeatmap.svelte,AUD-35,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ9_L,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub></sub> Remove the closing keyword until manual verification finishes** The commit message says `Clos,PR#970:audit-gate-A07,offenes Audit-/Abnahme-Gate A07; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/981 | https://github.com/Sturmi77/correlcore/pull/995
970,https://github.com/Sturmi77/correlcore/pull/970#pullrequestreview-5260921118,Review/Antwort,,AUD-22,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `13f3956dfe` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#970:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/970#pullrequestreview-5260921118 | PR#970 -> A07 | https://github.com/Sturmi77/correlcore/issues/981 | https://github.com/Sturmi77/correlcore/pull/995
969,https://github.com/Sturmi77/correlcore/pull/969#pullrequestreview-5260910838,Review/Antwort,,AUD-07,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-cf7bb3a6-9b0a-40df-aafe-b7409c6ed0d7 --> ## Risk assessment: **Low** — approved Assessed from the diff,PR#969:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/969#pullrequestreview-5260910838 | PR#969 -> A05 | https://github.com/Sturmi77/correlcore/issues/989
969,https://github.com/Sturmi77/correlcore/pull/969#discussion_r4057276851,Inline,apps/web/src/lib/components/insights/InsightReportTable.svelte,AUD-07,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ9kj,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub></sub> Include group sizes in downloaded reports** When an association has uneven groups, this helpe",PR#969:audit-gate-A05,offenes Audit-/Abnahme-Gate A05; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/989
969,https://github.com/Sturmi77/correlcore/pull/969#discussion_r4057276856,Inline,apps/web/src/routes/insights/report/+page.svelte,AUD-08,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ9kn,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Keep invalid requested signals from selecting every row** When `signal` identifies a null, we",PR#969:audit-gate-A05,offenes Audit-/Abnahme-Gate A05; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/989
969,https://github.com/Sturmi77/correlcore/pull/969#pullrequestreview-5260918688,Review/Antwort,,AUD-07,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `d8c0febc6e` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#969:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/969#pullrequestreview-5260918688 | PR#969 -> A05 | https://github.com/Sturmi77/correlcore/issues/989
969,https://github.com/Sturmi77/correlcore/pull/969#discussion_r4057276859,Inline,apps/web/src/routes/insights/report/+page.svelte,AUD-09,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ9kp,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Suppress the not-reportable alert when loading fails** When `listLatestInsights` rejects, the",PR#969:audit-gate-A05,offenes Audit-/Abnahme-Gate A05; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/989
969,https://github.com/Sturmi77/correlcore/pull/969#discussion_r4057276861,Inline,apps/web/src/routes/insights/report/+page.svelte,AUD-10,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ9kq,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Preserve the requested signal through authentication** For an unauthenticated visit to `/insi,PR#969:audit-gate-A05,offenes Audit-/Abnahme-Gate A05; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/989
968,https://github.com/Sturmi77/correlcore/pull/968#pullrequestreview-5260910821,Review/Antwort,,AUD-06,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-2b19e4c1-0863-47de-9643-d3ab4e3681d1 --> ## Risk assessment: **Low** Assessed from the diff only (6 fil,PR#968:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/968#pullrequestreview-5260910821 | PR#968 -> A03 | https://github.com/Sturmi77/correlcore/issues/978 | https://github.com/Sturmi77/correlcore/pull/992
968,https://github.com/Sturmi77/correlcore/pull/968#discussion_r4057277069,Inline,backend/app/services/insight_service.py,AUD-06,konkreter Audit-Unterpunkt,PRRT_kwDOSH3SD86kJ9m7,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub></sub> Migrate persisted dismissals before changing their key format** For users who already dismiss,PR#968:audit-gate-A03,offenes Audit-/Abnahme-Gate A03; kein Abschluss behauptet,https://github.com/Sturmi77/correlcore/issues/978 | https://github.com/Sturmi77/correlcore/pull/992
968,https://github.com/Sturmi77/correlcore/pull/968#pullrequestreview-5260918868,Review/Antwort,,AUD-06,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `7e175d92b8` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#968:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/968#pullrequestreview-5260918868 | PR#968 -> A03 | https://github.com/Sturmi77/correlcore/issues/978 | https://github.com/Sturmi77/correlcore/pull/992
963,https://github.com/Sturmi77/correlcore/pull/963#pullrequestreview-5260832645,Review/Antwort,,AUD-35,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-26fb5c1e-a54b-4d8e-bc42-50a305a07dd3 --> ## Risk assessment: **Low** Assessed from the actual diff (7 f,PR#963:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/963#pullrequestreview-5260832645 | AUD-35 -> A00/A11 | https://github.com/Sturmi77/correlcore/issues/976 | https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/985
